ticker,IBOXUMAE CBBT Curncy,ITRXESE CBBT Curncy,IHYG EU Equity,ERIXCDIG Index,VIX Index,ERIXITSE Index,IBOXHYAE CBBT Curncy,ERINCDHY Index,ITRXEBE CBBT Curncy,V2X Index,SPX Index,ERIXITEU Index,ITRXEXE CBBT Curncy,TYVIX Index,ERIXITXO Index,SX5E Index,IEF Equity,TY1 Comdty,SPJGBV Index,AGG Equity,HYG Equity,LQD Equity,JB1 Comdty,SRVIX Index,USFS0110 CMPN Curncy,SPX Index,SX5E Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,IHYG EU Equity,TY1 Comdty,JB1 Comdty
2002-10-23,,,,,33.2,,,,,52.16,896.14,,,,,2399.77,84.14,112.125,,,,103.1,141.38,,5.3433,1363.0445,2676.4387,84.6779,,,104.06968,,4.482,1.317
2002-10-24,,,,,34.03,,,,,50.29,882.5,,,,,2469.62,84.54,112.734375,,,,103.49,141.4,,5.2084,1342.3103,2754.3417,85.0804,,,104.46335,,4.411,1.315
2002-10-25,,,,,30.0,,,,,48.68,897.65,,,,,2456.91,84.91,113.140625,,,,104.2,141.4,,5.1717,1365.3591,2740.1664,85.4528,,,105.18003,,4.364,1.315
2002-10-28,,,,,31.07,,,,,46.91,890.23,,,,,2508.51,85.01,113.359375,,,,104.49,141.6,,5.1588,1354.066,2797.7153,85.5534,,,105.47275,,4.339,1.299
2002-10-29,,,,,32.27,,,,,49.1,882.15,,,,,2383.5,85.78,114.390625,,,,105.1,141.63,,5.0056,1341.9115,2658.293,86.3283,,,106.08849,,4.221,1.297
2002-10-30,,,,,31.23,,,,,46.85,890.71,,,,,2468.8,85.77,114.265625,,,,105.12,141.58,,5.0245,1355.1754,2753.4272,86.3183,,,106.10868,,4.235,1.301
2002-10-31,,,,,31.14,,,,,45.07,885.76,,,,,2518.99,86.21,114.71875,,,,106.25,141.98,,4.9484,1347.8946,2810.1294,86.7611,,,107.24931,,4.184,1.2690000000000001
2002-11-01,,,,,29.3,,,,,44.79,900.96,,,,,2487.66,85.4,114.25,,,,104.98,142.12,,5.0869,1371.0266,2775.1783,86.2424,,,106.48957,,4.237,1.258
2002-11-04,,,,,30.82,,,,,43.36,908.35,,,,,2592.55,85.13,113.8125,,,,105.2,142.09,,5.1197,1382.2798,2893.0186,85.9698,,,106.71273,,4.287,1.26
2002-11-05,,,,,31.23,,,,,43.23,915.39,,,,,2614.14,84.9,113.625,,,,105.09,142.15,,5.1416,1393.0479,2917.1108,85.7375,,,106.60115,,4.309,1.255
2002-11-06,,,,,30.73,,,,,44.58,923.76,,,,,2578.36,85.18,113.84375,,,,105.41,141.97,,5.042,1406.0845,2877.184,86.0203,,,106.92575,,4.283,1.2690000000000001
2002-11-07,,,,,31.42,,,,,46.62,902.65,,,,,2485.81,86.01,114.78125,,,,106.9,141.93,,4.8356,1374.252,2773.9078,86.8585,,,108.43718,,4.177,1.2730000000000001
2002-11-08,,,,,29.41,,,,,47.69,894.74,,,,,2450.42,86.22,115.046875,,,,107.04,142.02,,4.7751,1362.3087,2734.4162,87.0705,,,108.57919,,4.147,1.266
2002-11-11,,,,,31.3,,,,,48.78,876.19,,,,,2434.73,86.44,,,,,107.33,142.26,,,1334.0563,2716.9077,87.2927,,,108.87336,,,1.2469999999999999
2002-11-12,,,,,30.58,,,,,46.06,882.95,,,,,2454.27,86.17,115.078125,,,,106.44,142.21,,4.8257,1344.4131,2738.7124,87.02,,,107.97056,,4.143,1.25
2002-11-13,,,,,31.24,,,,,46.15,882.53,,,,,2435.68,86.27,115.265625,,,,106.85,142.19,,4.8283000000000005,1344.2282,2717.9678,87.121,,,108.38646,,4.122,1.252
2002-11-14,,,,,28.67,,,,,44.23,904.27,,,,,2525.74,85.19,113.953125,,,,106.14,141.75,,5.0846,1377.5106,2818.4655,86.0304,,,107.66625,,4.271,1.287
2002-11-15,,,,,26.65,,,,,41.69,909.83,,,,,2535.73,85.25,113.734375,,,,106.75,141.73,,5.0249,1386.1036,2829.6133,86.091,,,108.28502,,4.296,1.289
2002-11-18,,,,,27.66,,,,,40.23,900.36,,,,,2572.65,85.33,113.90625,,,,107.49,141.62,,4.9573,1371.7342,2870.8123,86.1717,,,109.03566,,4.276,1.297
2002-11-19,,,,,27.41,,,,,39.31,896.74,,,,,2550.47,85.4,114.140625,,,,107.29,141.88,,4.9371,1366.2187,2846.0617,86.2424,,,108.83279,,4.25,1.2770000000000001
2002-11-20,,,,,25.32,,,,,38.13,914.15,,,,,2544.38,84.93,113.328125,,,,106.94,141.78,,5.0281,1392.8447,2839.2658,85.7678,,,108.47775,,4.343,1.285
2002-11-21,,,,,23.81,,,,,35.64,933.76,,,,,2644.1,84.44,112.859375,,,,106.94,141.25,,5.1347,1422.815,2950.5431,85.273,,,108.47775,,4.397,1.327
2002-11-22,,,,,23.16,,,,,34.8,930.55,,,,,2648.14,84.34,112.65625,,,,106.5,141.66,,5.1815,1417.9357,2955.0513,85.172,,,108.03143,,4.42,1.294
2002-11-25,,,,,24.07,,,,,34.63,932.88,,,,,2638.11,84.21,112.65625,,,,106.49,142.08,,5.1679,1421.5073,2943.8589,85.0407,,,108.02128,,4.42,1.2610000000000001
2002-11-26,,,,,25.97,,,,,36.58,913.31,,,,,2564.49,84.97,113.453125,,,,107.09,142.32,,5.0409,1391.9725,2861.7065,85.8082,,,108.62991,,4.328,1.242
2002-11-27,,,,,27.25,,,,,34.63,938.87,,,,,2654.77,84.0,112.171875,,,,106.49,142.23,,5.2608,1431.0439,2962.4497,84.8286,,,108.02128,,4.477,1.249
2002-11-28,,,,,,,,,,34.27,,,,,,2669.89,,,,,,,142.28,,,,2979.3221,,,,,,,1.245
2002-11-29,,,,,27.5,,,,,35.83,936.31,,,,,2656.85,84.12,112.515625,,,,106.49,142.15,,5.2467,1427.2313,2964.7708,84.9498,,,108.02128,,4.437,1.255
2002-12-02,,,,,27.46,,,,,36.76,934.53,,,,,2662.49,83.57,112.40625,,,,106.21,142.15,,5.201,1424.5184,2971.0644,84.9199,,,108.19916,,4.449,1.255
2002-12-03,,,,,28.33,,,,,39.76,920.75,,,,,2585.42,83.56,112.3125,,,,106.4,141.9,,5.1616,1403.5347,2885.1936,84.9097,,,108.39272,,4.46,1.275
2002-12-04,,,,,28.92,,,,,39.48,917.57,,,,,2577.0,83.85,112.765625,,,,106.4,141.9,,5.1156,1399.1562,2875.7974,85.2044,,,108.39272,,4.408,1.275
2002-12-05,,,,,30.1,,,,,42.42,906.55,,,,,2527.18,84.08,113.203125,,,,106.64,141.78,,5.1028,1382.4002,2820.2008,85.4381,,,108.63721,,4.357,1.285
2002-12-06,,,,,28.88,,,,,42.72,912.23,,,,,2531.66,84.42,113.59375,,,,106.7,141.83,,5.0381,1391.1149,2825.2003,85.7836,,,108.69834,,4.312,1.2810000000000001
2002-12-09,,,,,30.78,,,,,47.1,892.0,,,,,2459.02,84.74,113.953125,,,,106.7,141.89,,4.9861,1360.2974,2744.1378,86.1088,,,108.69834,,4.271,1.276
2002-12-10,,,,,28.76,,,,,45.25,904.45,,,,,2486.94,84.67,113.984375,,,,106.9,141.98,,5.0052,1379.3151,2775.2951,86.0377,,,108.90208,,4.267,1.2690000000000001
2002-12-11,,,,,27.76,,,,,43.6,904.96,,,,,2515.34,84.95,114.40625,,,,107.35,142.11,,4.9748,1380.3792,2806.988,86.3222,,,109.36051,,4.219,1.258
2002-12-12,,,,,27.29,,,,,44.31,901.59,,,,,2471.37,85.02,114.34375,,,,107.35,141.56,,4.9762,1375.3255,2757.9198,86.3933,,,109.36051,,4.226,1.302
2002-12-13,,,,,28.18,,,,,44.66,889.48,,,,,2429.42,84.71,114.0625,,,,106.8,141.58,,5.0397,1356.863,2711.1058,86.0783,,,108.80021,,4.258,1.301
2002-12-16,,,,,26.24,,,,,42.47,910.4,,,,,2522.05,84.36,113.59375,,,,106.75,141.93,,5.1364,1388.8231,2816.812,85.7227,,,108.74927,,4.312,1.2730000000000001
2002-12-17,,,,,26.66,,,,,42.68,902.99,,,,,2490.61,84.56,113.8125,,,,107.15,142.0,,5.0859,1377.5466,2781.6975,85.9259,,,109.15677,,4.287,1.267
2002-12-18,,,,,28.29,,,,,45.53,891.12,,,,,2427.31,85.08,114.34375,,,,107.69,141.93,,4.9993,1359.5477,2710.9994,86.4543,,,109.70688,,4.226,1.2730000000000001
2002-12-19,,,,,30.21,,,,,50.51,884.25,,,,,2406.08,85.52,114.9375,,,,108.38,141.93,,4.8995999999999995,1349.3511,2687.2881,86.9014,,,110.4098,,4.159,1.2730000000000001
2002-12-20,,,,,26.71,,,,,47.95,895.75,,,,,2438.97,85.52,113.78125,,,,108.41,141.85,,4.9138,1366.8898,2724.0221,86.9014,,,110.44036,,4.291,1.279
2002-12-23,,,,,26.2,,,,,46.69,897.38,,,,,2456.5,85.47,113.71875,,,,108.43,141.8,,4.9356,1369.3892,2743.6009,86.8506,,,110.46074,,4.298,1.283
2002-12-24,,,,,26.49,,,,,,892.47,,,,,2454.93,85.79,114.109375,,,,108.66,141.97,,4.8957,1361.9084,2741.8474,87.1758,,,110.69505,,4.253,1.2690000000000001
2002-12-25,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,1.267
2002-12-26,,,,,27.37,,,,,,889.66,,,,,,85.92,114.234375,,,,109.02,141.86,,4.8479,1357.6227,,87.3079,,,111.06179,,4.239,1.278
2002-12-27,,,,,29.55,,,,,50.25,875.4,,,,,2364.99,86.43,115.03125,,,,109.65,141.99,,4.7493,1336.4259,2641.3958,87.8261,,,111.70359,,4.148,1.268
2002-12-30,,,,,29.62,,,,,51.21,879.39,,,,,2386.41,86.59,115.265625,,,,109.98,142.06,,4.7314,1342.5645,2665.3192,87.9887,,,112.03977,,4.122,1.262
2002-12-31,,,,,28.62,,,,,,879.82,,,,,2398.65,86.15,115.046875,,,,109.69,,,4.7078,1343.3718,2678.9898,87.9647,,,112.26293,,4.147,
2003-01-02,,,,,25.39,,,,,46.51,909.03,,,9.06,,2522.24,84.79,113.40625,,,,107.33,,,4.9974,1388.1058,2817.6404,86.5761,,,109.84757,,4.334,
2003-01-03,,,,,24.68,,,,,45.33,908.59,,,8.69,,2502.19,84.93,113.4375,,,,107.94,,,4.9862,1387.4382,2795.2422,86.719,,,110.47188,,4.33,
2003-01-06,,,,,24.91,,,,,44.59,929.01,,,8.71,,2529.86,84.72,113.234375,,,,107.89,142.0,,5.006,1418.6195,2826.1528,86.5046,,,110.42071,,4.354,1.267
2003-01-07,,,,,25.13,,,,,44.87,922.93,,,8.15,,2504.91,84.99,113.53125,,,,108.3,141.99,,4.946,1409.4062,2798.2807,86.7803,,,110.84032,,4.319,1.268
2003-01-08,,,,,25.53,,,,,45.72,909.93,,,7.85,,2449.78,85.19,113.828125,,,,108.41,142.07,,4.9709,1390.0011,2736.694,86.9845,,,110.9529,,4.285,1.262
2003-01-09,,,,,24.25,,,,,43.93,927.58,,,8.19,,2492.18,84.16,112.59375,,,,107.54,142.07,,5.1684,1417.0066,2784.0598,85.9328,,,110.0625,,4.428,1.262
2003-01-10,,,,,24.32,,,,,41.41,927.57,,,8.0,,2489.01,84.25,112.5625,,,,107.82,141.81,,5.1194,1416.9935,2781.1862,86.0247,,,110.34907,,4.431,1.282
2003-01-13,,,,,24.9,,,,,40.59,926.26,,,8.06,,2497.61,84.4,112.84375,,,,107.7,,,5.1084,1415.0858,2790.7958,86.1779,,,110.22625,,4.399,
2003-01-14,,,,,24.57,,,,,39.82,931.66,,,7.79,,2509.43,84.6,113.21875,,,,108.0,141.71,,5.0417,1423.3336,2804.0033,86.3821,,,110.53329,,4.355,1.29
2003-01-15,,,,,25.51,,,,,39.62,918.22,,,7.71,,2479.71,84.79,113.328125,,,,108.0,142.25,,5.0125,1403.0238,2770.7945,86.5761,,,110.53329,,4.343,1.2469999999999999
2003-01-16,,,,,25.01,,,,,38.33,914.6,,,7.77,,2474.88,84.76,113.296875,,,,107.75,142.35,,5.0374,1397.5132,2765.3976,86.5454,,,110.27742,,4.346,1.2389999999999999
2003-01-17,,,,,25.7,,,,,41.46,901.78,,,7.57,,2390.36,85.11,113.796875,,,,108.25,142.41,,4.9674,1377.9369,2670.9561,86.9028,,,110.78915,,4.289,1.2349999999999999
2003-01-20,,,,,,,,,,43.55,,,,,,2352.81,,,,,,,142.45,,,,2628.9982,,,,,,,1.232
2003-01-21,,,,,27.59,,,,,45.96,887.62,,,7.6899999999999995,,2326.93,85.4,114.0625,,,,108.32,142.44,,4.9091000000000005,1356.3007,2600.0802,87.1989,,,110.86079,,4.258,1.232
2003-01-22,,,,,29.01,,,,,48.85,878.36,,,7.31,,2278.22,85.75,114.546875,,,,108.54,142.54,,4.864,1342.2863,2545.9826,87.5563,,,111.08595,,4.203,1.224
2003-01-23,,,,,27.53,,,,,47.57,887.34,,,7.48,,2269.04,85.57,114.359375,,,,108.59,142.58,,4.8807,1356.0086,2535.7236,87.3725,,,111.13713,,4.225,1.221
2003-01-24,,,,,31.51,,,,,47.16,861.4,,,7.64,,2234.56,85.74,114.6875,,,,109.08,142.72,,4.8809000000000005,1316.382,2499.1248,87.5461,,,111.63862,,4.187,1.21
2003-01-27,,,,,34.69,,,,,53.14,847.48,,,8.41,,2154.53,85.48,114.296875,,,,108.44,142.84,,4.9399,1295.1005,2409.6195,87.2806,,,110.98361,,4.232,1.201
2003-01-28,,,,,31.93,,,,,52.41,858.54,,,8.4,,2159.8,85.49,114.15625,,,,108.77,142.88,,4.9425,1312.0138,2415.5134,87.2908,,,111.32135,,4.248,1.198
2003-01-29,,,,,31.26,,,,,51.29,864.36,,,8.29,,2189.03,85.12,113.703125,,,,108.13,142.93,,4.9932,1321.1486,2448.2042,86.913,,,110.66634,,4.3,1.194
2003-01-30,,,,,31.32,,,,,47.19,844.61,,,8.45,,2238.19,85.45,114.046875,,,,108.5,143.11,,4.9138,1291.2334,2503.1845,87.25,,,111.04502,,4.26,1.18
2003-01-31,,,,,31.17,,,,,44.35,855.7,,,7.95,,2248.17,85.49,113.921875,,,,108.8,142.79,,4.9177,1308.1801,2514.3461,87.2908,,,111.35205,,4.275,1.205
2003-02-03,,,,,31.02,,,,,42.54,860.32,,,8.38,,2270.73,85.08,113.96875,,,,108.45,142.83,,4.9556000000000004,1315.2606,2540.4097,87.1558,,,111.45977,,4.269,1.202
2003-02-04,,,,,32.76,,,,,47.24,848.2,,,8.32,,2184.36,85.36,114.4375,,,,108.66,142.56,,4.8797,1296.7424,2443.7821,87.4426,,,111.6756,,4.216,1.223
2003-02-05,,,,,33.04,,,,,45.26,843.59,,,8.47,,2225.44,85.03,113.921875,,,,108.5,142.48,,4.9582,1289.9699,2489.7409,87.1046,,,111.51116,,4.275,1.229
2003-02-06,,,,,33.35,,,,,46.86,838.15,,,8.29,,2169.88,85.36,114.34375,,,,108.69,142.5,,4.8989,1282.0262,2427.5824,87.4426,,,111.70643,,4.226,1.228
2003-02-07,,,,,34.01,,,,,46.4,829.69,,,8.3,,2133.6,85.4,114.578125,,,,108.93,142.63,,4.8824,1269.1082,2386.9937,87.4836,,,111.95309,,4.2,1.217
2003-02-10,,,,,33.99,,,,,45.79,835.97,,,8.61,,2125.75,85.24,114.171875,,,,108.26,142.78,,4.9191,1278.7506,2378.2114,87.3197,,,111.2645,,4.246,1.206
2003-02-11,,,,,33.68,,,,,43.25,829.2,,,8.31,,2190.28,85.32,114.390625,,,,108.66,,,4.9049,1268.4456,2450.4052,87.4016,,,111.6756,,4.221,
2003-02-12,,,,,34.33,,,,,44.37,818.68,,,8.36,,2136.6,85.69,114.8125,,,,108.51,142.52,,4.8505,1252.8078,2390.35,87.7807,,,111.52144,,4.173,1.226
2003-02-13,,,,,33.7,,,,,44.4,817.37,,,8.79,,2123.71,86.0,115.359375,,,,108.51,142.56,,4.8054,1250.9742,2375.9291,88.0982,,,111.52144,,4.111,1.223
2003-02-14,,,,,32.62,,,,,42.53,834.89,,,8.89,,2199.97,85.7,114.828125,,,,108.46,142.64,,4.8856,1277.7896,2461.246,87.7909,,,111.47005,,4.171,1.217
2003-02-17,,,,,,,,,,41.92,,,,,,2240.3,,,,,,,142.35,,,,2506.3657,,,,,,,1.2389999999999999
2003-02-18,,,,,31.11,,,,,40.31,851.17,,,8.83,,2280.82,85.7,114.890625,,,,108.8,142.39,,4.8713,1302.8271,2551.698,87.7909,,,111.81948,,4.164,1.236
2003-02-19,,,,,31.31,,,,,41.3,845.13,,,8.53,,2208.18,86.02,115.390625,,,,109.15,142.48,,4.7909,1293.8207,2470.431,88.1187,,,112.1792,,4.108,1.229
2003-02-20,,,,,31.16,,,,,41.71,837.1,,,8.57,,2173.77,86.32,115.703125,,,,109.43,142.63,,4.7801,1281.594,2431.9344,88.426,,,112.46697,,4.073,1.217
2003-02-21,,,,,30.25,,,,,40.69,848.17,,,8.23,,2208.25,86.0,115.328125,,,,109.13,142.85,,4.7973,1298.5542,2470.5094,88.0982,,,112.15864,,4.115,1.2
2003-02-24,,,,,31.98,,,,,44.66,832.58,,,8.08,,2160.58,86.34,115.703125,,,,109.49,143.02,,4.7472,1274.6998,2417.1779,88.4465,,,112.52863,,4.073,1.187
2003-02-25,,,,,31.74,,,,,49.33,838.57,,,8.01,,2081.3,86.46,115.890625,,,,109.69,143.24,,4.7273,1283.8768,2328.4823,88.5694,,,112.73418,,4.052,1.17
2003-02-26,,,,,31.94,,,,,48.11,827.55,,,8.05,,2058.97,86.72,116.1875,,,,109.99,143.14,,4.6425,1267.5398,2303.5004,88.8358,,,113.04251,,4.018,1.177
2003-02-27,,,,,30.53,,,,,46.71,837.28,,,8.05,,2104.41,86.8,116.3125,,,,110.45,143.15,,4.6388,1282.5907,2354.337,88.9177,,,113.51528,,4.004,1.177
2003-02-28,,,,,29.63,,,,,44.5,841.15,,,8.26,,2140.73,87.09,116.71875,,,,110.49,143.2,,4.5887,1288.5524,2394.9704,89.2148,,,113.55639,,3.959,1.173
2003-03-03,,,,,30.43,,,,,43.91,834.81,,,8.01,,2142.39,87.03,116.90625,,,,110.7,143.16,,4.5548,1278.8498,2396.8276,89.3993,,,114.207,,3.9379999999999997,1.176
2003-03-04,,,,,31.83,,,,,44.61,821.99,,,8.0,,2093.04,87.2,117.125,,,,110.76,143.32,,4.5359,1259.2163,2341.6166,89.574,,,114.2689,,3.914,1.163
2003-03-05,,,,,30.38,,,,,43.65,829.85,,,7.9399999999999995,,2080.6,87.36,117.40625,,,,110.7,143.3,,4.5341000000000005,1271.6708,2327.6992,89.7383,,,114.207,,3.883,1.165
2003-03-06,,,,,31.37,,,,,43.85,822.1,,,8.0,,2043.35,87.18,117.203125,,,,110.51,143.34,,4.5744,1259.8983,2286.0253,89.5534,,,114.01098,,3.9050000000000002,1.162
2003-03-07,,,,,31.08,,,,,45.01,828.89,,,8.05,,1992.45,87.47,117.46875,,,,110.54,143.37,,4.5615,1270.3356,2229.0802,89.8513,,,114.04193,,3.876,1.159
2003-03-10,,,,,33.31,,,,,47.17,807.48,,,8.34,,1936.39,87.76,117.8125,,,,110.85,143.34,,4.4931,1237.5648,2166.3623,90.1492,,,114.36175,,3.838,1.162
2003-03-11,,,,,33.61,,,,,45.24,800.73,,,8.06,,1934.34,87.74,117.59375,,,,110.6,143.57,,4.5119,1227.236,2164.0689,90.1287,,,114.10383,,3.862,1.144
2003-03-12,,,,,33.51,,,,,50.04,804.19,,,8.1,,1849.64,87.54,117.46875,,,,110.4,143.14,,4.5042,1233.0469,2069.3096,89.9232,,,113.89749,,3.876,1.177
2003-03-13,,,,,31.76,,,,,45.98,831.9,,,8.4,,1974.92,86.56,116.28125,,,,109.7,143.05,,4.6948,1275.5918,2209.4683,88.9165,,,113.17531,,4.008,1.184
2003-03-14,,,,,30.98,,,,,46.95,833.27,,,8.27,,2079.71,86.85,116.59375,,,,109.57,142.93,,4.6349,1277.7184,2326.7035,89.2144,,,113.0412,,3.973,1.194
2003-03-17,,,,,31.75,,,,,50.33,862.79,,,8.81,,2158.0,86.17,115.890625,,,,109.0,143.05,,4.8161000000000005,1323.0274,2414.2915,88.5159,,,112.45314,,4.052,1.184
2003-03-18,,,,,30.43,,,,,52.23,866.45,,,9.03,,2153.86,85.7,115.359375,,,,108.57,143.03,,4.8724,1328.6779,2409.6598,88.0331,,,112.00952,,4.111,1.186
2003-03-19,,,,,31.54,,,,,52.88,874.02,,,9.93,,2187.16,85.29,114.90625,,,,108.0,143.08,,4.958,1340.3654,2446.9146,87.612,,,111.42146,,4.162,1.182
2003-03-20,,,,,30.44,,,,,50.45,875.67,,,9.68,,2156.89,85.35,114.96875,,,,108.19,142.72,,4.9502,1342.9202,2413.0497,87.6736,,,111.61748,,4.155,1.21
2003-03-21,,,,,28.67,,,,,45.84,895.79,,,9.68,,2249.11,84.57,112.65625,,,,107.64,,,5.1157,1373.7815,2516.222,86.8724,,,111.05005,,4.42,
2003-03-24,,,,,30.39,,,,,50.15,864.23,,,8.82,,2124.78,85.39,113.5,,,,108.5,142.69,,4.9504,1325.3932,2377.1262,87.7147,,,111.9373,,4.323,1.213
2003-03-25,,,,,28.75,,,,,49.74,874.74,,,8.48,,2184.98,85.4,113.546875,,,,108.62,143.0,,4.9141,1341.507,2444.4757,87.725,,,112.0611,,4.318,1.188
2003-03-26,,,,,28.23,,,,,48.06,869.95,,,8.29,,2172.64,85.6,113.734375,,,,109.1,142.93,,4.8877,1334.2116,2430.6702,87.9304,,,112.55631,,4.296,1.194
2003-03-27,,,,,27.96,,,,,46.61,868.52,,,8.13,,2132.51,85.76,113.921875,,,,109.25,142.72,,4.8667,1332.213,2385.7742,88.0948,,,112.71106,,4.275,1.21
2003-03-28,,,,,27.75,,,,,45.9,863.5,,,7.84,,2132.11,85.9,114.34375,,,,109.69,142.72,,4.8667,1324.5449,2389.4568,88.2386,,,113.165,,4.226,1.21
2003-03-31,,,,,29.15,,,,,48.27,848.18,,,7.98,,2036.86,86.52,114.875,,,,110.2,143.06,,4.7489,1301.0496,2282.7101,88.8755,,,113.69115,,4.166,1.184
2003-04-01,,,,,28.36,,,,,46.74,858.48,,,7.85,,2067.23,86.16,114.859375,,,,110.06,142.97,,4.7603,1316.8591,2316.7457,88.7611,,,114.04352,,4.168,1.191
2003-04-02,,,,,28.02,,,,,45.03,880.9,,,8.24,,2160.23,85.55,114.09375,,,,109.74,142.88,,4.8986,1351.4987,2420.9709,88.1327,,,113.71193,,4.255,1.198
2003-04-03,,,,,28.21,,,,,45.69,876.45,,,8.39,,2182.97,85.7,114.28125,,,,109.75,142.96,,4.8708,1344.6903,2446.4556,88.2872,,,113.7223,,4.233,1.191
2003-04-04,,,,,29.13,,,,,43.98,878.85,,,8.04,,2223.17,85.55,114.125,,,,109.48,142.83,,4.9207,1348.3877,2491.5078,88.1327,,,113.44252,,4.251,1.202
2003-04-07,,,,,28.45,,,,,41.43,879.93,,,8.29,,2314.54,85.35,113.6875,,,,109.28,142.6,,4.9273,1350.0784,2593.9062,87.9266,,,113.23529,,4.301,1.22
2003-04-08,,,,,27.13,,,,,40.59,878.29,,,7.79,,2282.24,85.67,114.25,,,,109.68,142.71,,4.87,1348.0127,2557.7076,88.2563,,,113.64976,,4.237,1.211
2003-04-09,,,,,27.11,,,,,39.21,865.99,,,7.51,,2279.52,85.96,114.546875,,,,110.04,143.02,,4.832,1329.2857,2554.6593,88.5551,,,114.02279,,4.203,1.187
2003-04-10,,,,,25.6,,,,,38.45,871.58,,,7.5,,2222.4,85.73,114.359375,,,,109.64,142.95,,4.8869,1337.861,2494.0462,88.3181,,,113.60832,,4.225,1.192
2003-04-11,,,,,24.44,,,,,37.5,868.3,,,7.44,,2247.47,85.51,114.125,,,,109.25,143.0,,4.9035,1332.9222,2522.1806,88.0915,,,113.2042,,4.251,1.188
2003-04-14,,,,,23.41,,,,,34.81,885.23,,,7.62,,2273.96,85.27,113.78125,,,,109.31,143.12,,4.9496,1358.9311,2551.9085,87.8442,,,113.26637,,4.291,1.179
2003-04-15,,,,,22.56,,,,,32.96,890.81,,,7.18,,2317.72,85.57,114.125,,,,109.51,143.15,,4.8932,1367.6012,2601.0173,88.1533,,,113.47361,,4.251,1.177
2003-04-16,,,,,22.52,,,,,32.76,879.91,,,6.92,,2294.95,85.76,114.328125,,,,110.25,143.24,,4.855,1350.8969,2575.4641,88.349,,,114.24039,,4.228,1.17
2003-04-17,,,,,21.5,,,,,32.6,893.58,,,6.9399999999999995,,2324.27,85.65,114.21875,,,,110.02,143.25,,4.875,1371.8896,2611.2593,88.2357,,,114.00207,,4.241,1.169
2003-04-18,,,,,,,,,,,,,,,,,,,,,,,143.35,,,,,,,,,,,1.161
2003-04-21,,,,,21.95,,,,,,892.01,,,7.2,,,85.49,114.015625,,,,110.25,143.34,,4.9025,1369.4688,,88.0709,,,114.24039,,4.264,1.162
2003-04-22,,,,,20.7,,,,,33.13,911.37,,,7.09,,2343.59,85.51,114.0625,,,,110.3,143.32,,4.8616,1399.2029,2634.5937,88.0915,,,114.2922,,4.258,1.163
2003-04-23,,,,,20.8,,,,,32.16,919.02,,,6.93,,2365.97,85.47,113.96875,,,,110.94,143.36,,4.8603,1410.9706,2659.7526,88.0503,,,114.95537,,4.269,1.16
2003-04-24,,,,,20.33,,,,,32.41,911.43,,,6.86,,2310.87,85.97,114.609375,,,,111.59,143.46,,4.8007,1399.3273,2604.8838,88.5654,,,115.62889,,4.196,1.152
2003-04-25,,,,,20.8,,,,,33.22,898.81,,,6.62,,2271.92,86.11,114.84375,,,,111.6,143.45,,4.766,1379.9667,2561.6387,88.7096,,,115.63926,,4.17,1.153
2003-04-28,,,,,20.84,,,,,32.11,914.84,,,6.72,,2344.02,86.02,114.75,,,,111.66,143.57,,4.7823,1404.7629,2644.359,88.6169,,,115.70143,,4.18,1.144
2003-04-29,,,,,20.76,,,,,32.55,917.84,,,6.8100000000000005,,2322.27,85.87,114.53125,,,,111.26,,,4.8015,1409.4555,2619.8222,88.4623,,,115.28695,,4.205,
2003-04-30,,,,,21.21,,,,,31.8,916.92,,,6.79,,2324.23,86.39,115.125,,,,112.05,143.6,,4.6831,1408.188,2623.0073,88.998,,,116.10554,,4.138,1.142
2003-05-01,,,,,21.59,,,,,,916.3,,,6.66,,2324.23,86.12,115.21875,,,,111.83,143.67,,4.7049,1407.4675,2623.0073,89.072,,,116.39683,,4.127,1.1360000000000001
2003-05-02,,,,,20.63,,,,,31.72,930.08,,,6.67,,2321.9,85.65,114.765625,,,,111.45,143.74,,4.7987,1428.6492,2626.6159,88.5858,,,116.00131,,4.178,1.131
2003-05-05,,,,,21.13,,,,,31.02,926.55,,,6.7,,2351.65,85.92,115.03125,,,,111.95,,,4.7629,1423.2797,2660.2701,88.8651,,,116.52173,,4.148,
2003-05-06,,,,,20.8,,,,,30.09,934.39,,,6.62,,2389.7,86.45,115.71875,,,,112.54,143.74,,4.6332,1435.3233,2704.0773,89.4133,,,117.13582,,4.071,1.131
2003-05-07,,,,,21.0,,,,,30.64,929.62,,,6.41,,2357.14,87.05,116.453125,,,,113.29,143.82,,4.4987,1428.2172,2670.1672,90.0338,,,117.91645,,3.989,1.125
2003-05-08,,,,,21.24,,,,,34.02,920.27,,,6.33,,2287.24,87.14,116.6875,,,,113.3,143.81,,4.4992,1413.8857,2590.9845,90.1269,,,117.92686,,3.963,1.125
2003-05-09,,,,,19.69,,,,,32.89,933.41,,,6.18,,2314.1,87.28,116.71875,,,,113.1,143.9,,4.4975,1434.4069,2622.9344,90.2717,,,117.71869,,3.959,1.1179999999999999
2003-05-12,,,,,19.52,,,,,33.27,945.11,,,6.66,,2318.0,87.65,116.984375,,,,113.49,143.99,,4.4516,1452.4327,2627.3549,90.6544,,,118.12462,,3.93,1.111
