Date,TUVIX,FVVIX,TYVIX,USVIX
2003-01-02,,1.816727934,9.469125868999999,15.01998482
2003-01-03,,1.6938581209999999,9.562002994,13.91854567
2003-01-06,,0.9394208470000001,9.192078379,14.02092443
2003-01-07,,1.544043514,9.836030482,13.07461076
2003-01-08,,0.6379490839999999,8.793189082,13.03004588
2003-01-09,,1.673843498,9.132260836,13.57769983
2003-01-10,,1.665417457,9.499708645,13.20270016
2003-01-13,,0.818329003,9.16853783,13.80352339
2003-01-14,,1.620305071,8.203529439,13.34425578
2003-01-15,,1.62633993,8.102350077,12.32246726
2003-01-16,,,8.180267257999999,12.54308956
2003-01-17,,,8.601955001,12.79637971
2003-01-21,,,8.349165811,12.96483456
2003-01-22,,,9.580381122999999,12.41027424
2003-01-23,,,7.920591815,12.61852751
2003-01-24,,,,
2003-01-27,,1.120464657,9.002315469,13.75186396
2003-01-28,,1.059574269,9.087176679,13.82570636
2003-01-29,,1.054120358,9.391984122,13.36221584
2003-01-30,,1.602074426,9.154251028,13.42996409
2003-01-31,,1.473107625,8.637265166,13.20775547
2003-02-03,,1.2900415509999998,9.368647596,13.53177694
2003-02-04,,1.490188303,8.906368019,13.63804678
2003-02-05,,1.415183775,9.486527892,13.65159526
2003-02-06,,1.39778313,9.045479204,13.31578176
2003-02-07,,1.46389429,8.90278375,13.37083532
2003-02-10,,1.31709106,9.399727408,13.62065927
2003-02-11,,,9.14438222,13.4247286
2003-02-12,,1.270423095,8.971814612000001,13.50455739
2003-02-13,,1.887913554,9.629995907,13.77878004
2003-02-14,,,9.414027226,13.80129663
2003-02-18,,,10.60673871,13.99945657
2003-02-19,,,9.484579258,13.79405461
2003-02-20,,,8.588483014,13.21032022
2003-02-21,,,,
2003-02-24,,,8.314857568999999,13.06402514
2003-02-25,,1.5757532580000002,9.687177096000001,12.7922666
2003-02-26,,1.003090386,8.658980459,12.59335705
2003-02-27,,0.8244574090000001,8.693193205,12.942867199999998
2003-02-28,,1.6518852880000001,8.610586837,12.78793034
2003-03-03,,1.6089472390000001,8.749230284,13.024714
2003-03-04,,0.537653072,8.645790391,12.58642607
2003-03-05,,1.5293510369999999,8.31334849,12.94206968
2003-03-06,,1.560387959,8.681783747,12.60434491
2003-03-07,,1.391936534,8.436125647999999,13.71319861
2003-03-10,,1.608047519,9.058064553,13.52492685
2003-03-11,,,8.50656165,13.35247788
2003-03-12,,,8.55780729,13.60936981
2003-03-13,,,9.152147809,14.12792558
2003-03-14,,1.700762845,8.105115856,13.49966979
2003-03-17,,1.9284690130000002,9.821318309,15.08324826
2003-03-18,,,9.598233527,15.08682606
2003-03-19,,,10.68529029,15.80400809
2003-03-20,,,10.03655531,15.38591008
2003-03-21,,,,
2003-03-24,,1.202238884,9.226484166,13.91920734
2003-03-25,,1.007704878,10.52807254,13.72197149
2003-03-26,,1.700553467,9.077944287000001,13.64489964
2003-03-27,,0.8784202059999999,9.068759175,12.86602015
2003-03-28,,1.667068067,9.05786334,12.76866483
2003-03-31,,0.7966210979999999,8.643775878,13.35715676
2003-04-01,,1.567527585,8.544565075,12.93763842
2003-04-02,,1.665000696,8.641032707,13.85758173
2003-04-03,,1.768424337,9.445778745,14.14114542
2003-04-04,,1.596993066,8.525012856,13.25792443
2003-04-07,,1.662826172,8.661389346,13.85734533
2003-04-08,,1.579913336,8.417598914,13.13313425
2003-04-09,,0.478547358,9.057536508,12.36748106
2003-04-10,,1.4852795069999998,7.81326694,12.62126295
2003-04-11,,,8.194738172000001,12.48270135
2003-04-14,,1.516269193,8.558633496,12.63979242
2003-04-15,,,7.655166126,12.04687527
2003-04-16,,,7.331795112999999,11.57957913
2003-04-17,,,7.420046823,11.54470151
2003-04-21,,,7.753037242,11.87234836
2003-04-22,,,7.642644447,11.70815861
2003-04-23,,,7.857638151000001,11.52138573
2003-04-24,,,8.000024547999999,11.30725886
2003-04-25,,,,
2003-04-28,,,7.7181925929999995,10.86930943
2003-04-29,,,8.076643082,11.61483666
2003-04-30,,,7.433601801,11.39343955
2003-05-01,,,7.138888089,11.201423199999999
2003-05-02,,1.275547048,7.463562354,11.04047597
2003-05-05,,1.2937169370000001,7.4015964279999995,11.31338057
2003-05-06,,0.8364870459999999,8.178731556,10.96887495
2003-05-07,,,6.6600421160000005,10.73828856
2003-05-08,,,7.199708576,10.91733166
2003-05-09,,,6.819163041,10.22277218
2003-05-12,,,7.098876538,10.8993821
2003-05-13,,,7.675684824,11.14644176
2003-05-14,,,7.1871011760000005,11.57217349
2003-05-15,,,7.505927167,11.98380087
2003-05-16,,,6.971144828,12.38018779
2003-05-19,,,7.903723674,13.02113897
2003-05-20,,,8.057246702,13.26228758
2003-05-21,,,8.682839451,14.00301706
2003-05-22,,,8.430456309,13.60862369
2003-05-23,,,,
2003-05-27,,0.616902088,7.985085173,13.74011372
2003-05-28,,0.553016629,7.949652647000001,13.10207887
2003-05-29,,1.3660258140000001,7.942414474,12.980407000000001
2003-05-30,,1.372616074,8.326482183,12.9760085
2003-06-02,,0.826629395,8.269771719,13.41264111
2003-06-03,,,8.1902808,13.252739300000002
2003-06-04,,1.3458208280000001,8.345662184,13.31504895
2003-06-05,,0.525357861,8.819937478,13.54460264
2003-06-06,,1.383912056,7.941991862,12.65211382
2003-06-09,,1.464061029,8.404232186,12.81927148
2003-06-10,,1.502338355,8.586948244,12.60114973
2003-06-11,,,8.67078677,13.28573177
2003-06-12,,,8.287323843,12.98157505
2003-06-13,,,8.212919763,12.90789573
2003-06-16,,,8.720638122,13.224678099999998
2003-06-17,,,8.874383854,13.38374245
2003-06-18,,,8.250943682,13.68877584
2003-06-19,,,8.957794228,13.94034262
2003-06-20,,,,
2003-06-23,,1.4802219209999998,9.078682302,14.35237217
2003-06-24,,0.37636249299999996,8.042487684,14.17369715
2003-06-25,,1.409800257,8.557201404,14.07988947
2003-06-26,,,7.909222088,12.33223503
2003-06-27,,0.103156805,7.99290272,12.42904088
2003-06-30,,1.384412016,8.801020356,12.72911256
2003-07-01,,1.3504833840000001,7.657020253,12.01974677
2003-07-02,,1.378818483,7.780537136,11.89510207
2003-07-03,,,8.732998944,12.59661027
2003-07-07,,1.457238349,7.819151234,12.72002827
2003-07-08,,,8.262428558,12.43491409
2003-07-09,,1.381421987,7.933800987000001,12.45683666
2003-07-10,,1.442119925,8.837211792,12.52467527
